participantTemp-mean,participantTemp-median,participantTemp-min,participantTemp-max,participantTemp-sd,participantTemp-range,participantTemp-skewness,participantTemp-kurtosis,class
35.29415094339623,35.45,33.57,35.61,0.42338008242857034,2.039999999999999,0.0006233080581305539,0.0001999995162381022,inattentive
35.31823529411765,35.59,33.21,35.75,0.6307937914895614,2.539999999999999,0.0012466718014205035,0.0004975761709310484,inattentive
35.33636363636363,35.53,34.01,35.63,0.36563202384296745,1.6200000000000045,0.005929744199491127,0.0037890660054929436,inattentive
35.221794871794856,35.55,33.01,35.67,0.655152641422932,2.6600000000000037,0.0010836376925089973,0.0003774565847889284,inattentive
35.07102564102564,35.41,33.05,35.65,0.710390989749234,2.6000000000000014,0.0001919760706059095,3.7556432634781025E-05,inattentive
35.29510638297872,35.49,33.21,35.61,0.4719262128604312,2.3999999999999986,0.0010829333263294057,0.0004013299564070719,inattentive
35.289,35.53,33.67,35.63,0.48253393663036787,1.9600000000000009,0.0031146377877662953,0.0015555956791214755,inattentive
34.93511627906976,35.43,33.09,35.73,0.8896729790968092,2.6399999999999935,0.004002670561068136,0.002226499564964065,inattentive
35.290000000000006,35.49,33.59,35.65,0.49831413900478067,2.059999999999995,-0.47454026463914745,1.3903454310103613,inattentive
35.270555555555546,35.45,33.27,35.61,0.46112148582706236,2.3399999999999963,-0.02422442461194704,0.023144019897030542,inattentive
35.414999999999985,35.53,33.31,35.89,0.451174393481427,2.5799999999999983,-0.004221463658498558,0.0024795021296972436,inattentive
35.410000000000004,35.69,33.15,35.85,0.5986948768409123,2.700000000000003,-1.1953530065860085,4.512311528602304,inattentive
35.39530612244897,35.61,33.09,35.73,0.6026577261269238,2.6399999999999935,0.0009226791639989017,0.0003286999549935997,inattentive
35.28227272727272,35.51,33.45,35.67,0.545264171323337,2.219999999999999,0.004085304215747629,0.0023055971594873217,inattentive
34.636190476190485,34.760000000000005,33.09,34.91,0.3497070364431748,1.8199999999999932,-0.019321971065145566,0.018022636909974517,inattentive
33.04333333333333,33.05,33.01,33.15,0.04216370213557849,0.14000000000000057,-0.054900653822357946,0.04340277777776749,inattentive
