angry-min,angry-max,angry-sd,angry-range,angry-skewness,angry-kurtosis,disgust-min,disgust-max,disgust-sd,disgust-range,disgust-skewness,disgust-kurtosis,fear-min,fear-max,fear-sd,fear-range,fear-skewness,fear-kurtosis,happy-min,happy-max,happy-sd,happy-range,happy-skewness,happy-kurtosis,neutral-min,neutral-max,neutral-sd,neutral-range,neutral-skewness,neutral-kurtosis,sad-min,sad-max,sad-sd,sad-range,sad-skewness,sad-kurtosis,surprise-min,surprise-max,surprise-sd,surprise-range,surprise-skewness,surprise-kurtosis,participantTemp-min,participantTemp-max,participantTemp-sd,participantTemp-range,participantTemp-skewness,participantTemp-kurtosis,class
0.03842281879194628,0.10157718120805372,0.023641529041289112,0.06315436241610745,-0.0001517502528565522,5.406439148713675E-05,0,0,0,0,0,0,0.16664429530201336,0.25335570469798663,0.0715420816535428,0.08671140939597327,-0.0009300250077179634,0.0006063614602148738,0.0006711409395973156,0.009328859060402685,0.0025021948835311798,0.00865771812080537,0.1739025444054155,0.648355704697981,0.3088926174496644,0.2511073825503356,0.09342359624184722,0.0577852348993288,0.0005493699633097048,0.0003005328632805988,0.06587248322147651,0.13412751677852347,0.029595888656656983,0.06825503355704696,-0.0005176356889059584,0.00027761166026515655,0.01812080536912742,0.05187919463087259,0.012032903855275641,0.03375838926174517,0.0032287423475701447,0.0031874981484963905,0.6453020134227927,0.23469798657720276,0.2296190514480287,0.41060402684558994,-0.0031699703403316143,0.0031103721388245314,attentive
0.023741721854304464,0.08625827814569553,0.01640463655027067,0.06251655629139106,-0.001946330909105961,0.0016303889395786926,0,0,0,0,0,0,0.1447682119205298,0.42523178807947015,0.11352179495548576,0.28046357615894035,0.005597468784221489,0.006667932908443775,0.0028145695364238427,0.017185430463576158,0.004570136250102663,0.014370860927152316,-0.0007734665943695875,0.0004763480550290453,0.4450993377483447,0.2349006622516553,0.14115590718071888,0.2101986754966894,-0.0023049468556061796,0.002042757762962748,0.08228476821192046,0.15771523178807956,0.038339866942018776,0.0754304635761591,0.0003266493288774927,0.00015093084655814186,0.009503311258278111,0.03049668874172189,0.006959080182221522,0.02099337748344378,1.2039001927891045E-06,8.592567641953425E-08,0.4664238410596866,0.21357615894031312,0.1451641882518177,0.2528476821193735,-1.9971120520537824E-05,3.635288570642577E-06,attentive
0.02351170568561861,0.08648829431438139,0.014331562220705536,0.06297658862876278,-4.92042417235997E-05,1.2056662962232962E-05,0,0,0,0,0,0,0.06892976588628758,0.3510702341137124,0.06209975589769951,0.28214046822742483,1.8946524198511954E-05,3.3775085825484698E-06,0.005919732441471577,0.03408026755852842,0.00727438203850505,0.028160535117056844,0.0005902098069674394,0.00033105409027836487,0.4887625418060198,0.13123745819398014,0.10383357761837371,0.35752508361203966,-7.108813920949938E-05,1.9691853279295726E-05,0.046287625418060016,0.19371237458194,0.03319040358820575,0.14742474916388,0.0002358463811389906,9.743822226741573E-05,0.0036454849498327785,0.03635451505016722,0.006524054129903193,0.03270903010033444,-0.0005835016297439761,0.0003260467137580489,0.7576588628763261,0.3423411371236753,0.2529105570082013,0.4153177257526508,0.0005962374218907017,0.00033556967186963726,attentive
0.016245847176079686,0.07375415282392031,0.012792466547231108,0.057508305647840624,-0.00038667375472479566,0.0001887912053625606,0,0,0,0,0,0,0.04946843853820598,0.12053156146179402,0.029934310704649646,0.07106312292358803,-0.007615098990004154,0.010040520705982003,0.001794019933554818,0.018205980066445183,0.003922517513128362,0.016411960132890365,-0.00031784883446336,0.0001453727467056367,0.16299003322259187,0.09700996677740803,0.046552544887976534,0.06598006644518384,0.0061017665185491236,0.007472448763930655,0.03312292358803991,0.06687707641196008,0.017621382720835552,0.03375415282392018,-0.0013721618898498485,0.0010218707530612083,0.002657807308970101,0.027342192691029898,0.00491582100861941,0.024684385382059797,-0.0005250682944196863,0.00028388550929136385,0.684119601328824,0.27588039867117686,0.22408241612656038,0.4082392026576471,-0.029518881686169916,0.06113952105960915,attentive
0.015738831615120196,0.0642611683848798,0.010240434511216766,0.0485223367697596,-0.0006048146522461123,0.0003389435715638888,0,0,0,0,0,0,0.04316151202749129,0.4468384879725087,0.037255106844967224,0.4036769759450174,-2.10007152483328E-06,1.7821453074826726E-07,0.006323024054982823,0.04367697594501718,0.007407072810824189,0.03735395189003436,-0.002137674968637039,0.0018248194116135133,0.5827835051546382,0.07721649484536175,0.06070166358179208,0.5055670103092764,7.840422048212368E-05,2.2237378321044713E-05,0.026116838487972447,0.10388316151202755,0.018987428241917192,0.0777663230240551,2.93944228783935E-05,6.0115193134820575E-06,0.004673539518900347,0.02532646048109965,0.005756808684913252,0.020652920962199305,-0.0018386513230536558,0.0014926689577663382,0.6003436426116195,0.279656357388383,0.23217162181990272,0.32068728522323653,0.0015922357669585288,0.0012320854536527319,attentive
0.018506944444444395,0.0714930555555556,0.013926641399259913,0.052986111111111206,-0.0007913873849190264,0.0004834107754004534,0,0,0,0,0,0,0.0520833333333333,0.1879166666666667,0.04288024344354608,0.13583333333333342,-7.769553363312234E-05,2.1894022888098315E-05,0.008645833333333314,0.04135416666666669,0.008369064024064397,0.03270833333333338,1.4709340428368495E-05,2.380062864792826E-06,0.3769791666666663,0.09302083333333366,0.07246818926164163,0.28395833333333265,0.0003284954587845491,0.00014968214199638012,0.03041666666666658,0.1295833333333334,0.024018945068887236,0.09916666666666683,-0.00028322528751358636,0.00012283068232756965,0.0011111111111111113,0.01888888888888889,0.003458305443885753,0.017777777777777778,-0.00011515689303261702,3.699849693606227E-05,0.9231250000000273,0.2368749999999693,0.18601063570995674,0.686250000000058,0.0004904890629030281,0.0002554484467372426,attentive
0.017959866220735685,0.03204013377926432,0.008666144945102644,0.014080267558528634,-0.0025916017963012287,0.0023803898650037797,0,0,0,0,0,0,0.04458193979933103,0.16541806020066896,0.0304603883611722,0.12083612040133793,-0.0017578060523116578,0.0014185729362500507,0.008026755852842786,0.031973244147157215,0.0069242885857431795,0.02394648829431443,7.74008628614421E-05,2.2057255086208445E-05,0.21645484949832772,0.0635451505016722,0.04736685759991252,0.15290969899665552,0.002598510511144656,0.0023888545075909876,0.02715719063545137,0.052842809364548625,0.014956303359041363,0.025685618729097255,-0.00036650826323604595,0.00017538889433282455,0.0055518394648829475,0.03444816053511705,0.005893124639870714,0.028896321070234106,-0.002796421491625389,0.0026344739245143943,0.8299665551839368,0.23003344481606547,0.23934344186206746,0.5999331103678713,0.00017802287773526797,6.696658497880291E-05,attentive
0.012605863192182336,0.06739413680781767,0.01220286043337905,0.05478827361563533,-3.171987933174591E-05,6.7736303682507555E-06,0,0,0,0,0,0,0.08228013029315968,0.22771986970684033,0.055995692854219306,0.14543973941368066,0.04846046375562457,0.11918718055213398,0.013550488599348433,0.16644951140065156,0.018931555738841626,0.15289902280130313,-2.148656930458721E-05,4.02966456679142E-06,0.28583061889250827,0.11416938110749164,0.07454232106165373,0.17166123778501663,-0.029758516454226402,0.06221013741374518,0.02986970684039081,0.060130293159609195,0.016697616154891026,0.030260586319218387,0.01913851674719754,0.03453481711904375,0.006026058631921829,0.02397394136807817,0.00551922654584089,0.017947882736156343,-0.004239620866456498,0.0046289464123625045,0.749250814332207,0.27074918566778905,0.21388395044578382,0.4785016286644179,-0.03018517184956954,0.06340220014598168,attentive
0.022570422535211177,0.07742957746478883,0.01107331387178898,0.05485915492957766,0.01373122887959467,0.02161317923565506,0,0,0,0,0,0,0.09929577464788737,0.17070422535211266,0.05902551235615806,0.07140845070422529,0.0038301795010719127,0.003939111585667659,0.03507042253521123,0.5749295774647888,0.0812251823755056,0.5398591549295776,-0.0002834213547687801,0.00012237222960351961,0.4221478873239441,0.15785211267605592,0.09739548006858492,0.26429577464788817,-0.008795204164398069,0.011933486524112852,0.05218309859154926,0.11781690140845073,0.032482198747454775,0.06563380281690148,0.0695792477767161,0.18811023199471147,0.00795774647887323,0.02204225352112677,0.007319540930187144,0.014084507042253542,-0.0045248108197255875,0.004919338208730826,0.5903521126760296,0.2696478873239698,0.20325142957011919,0.3207042253520598,1.0928538526826845E-05,1.5941244769804931E-06,attentive
0.034638157894736815,0.07536184210526317,0.022910021176132913,0.040723684210526356,0.012096356743366376,0.018670845125777363,0,0,0,0,0,0,0.10078947368421057,0.23921052631578943,0.05841690359852003,0.13842105263157886,0.0034253707176705307,0.0034719060841339037,0.005855263157894741,0.014144736842105259,0.005311863453798554,0.008289473684210517,-0.004405801888687725,0.004856512164552833,0.2924342105263154,0.18756578947368463,0.09130268277696699,0.10486842105263078,-0.003413296450035817,0.003455597941432325,0.0455592105263158,0.0944407894736842,0.02343137616211253,0.0488815789473684,0.000770026795063769,0.0004745685767527329,0.020328947368420957,0.06967105263157904,0.01536476502114906,0.049342105263158076,-0.000999348215543563,0.0006718108026296983,0.7162499999999241,0.3037500000000719,0.21597487822965847,0.4124999999998522,-1.401124731305014E-06,1.0542095020604809E-07,attentive
