participantTemp-min,participantTemp-max,participantTemp-sd,participantTemp-range,participantTemp-skewness,participantTemp-kurtosis,class
2.164814814814811,0.3151851851851859,0.5040566573854522,1.849629629629625,0.0030133066057959337,0.001645087559475676,distracted
2.2392156862744983,0.3607843137255031,0.6441648891858534,1.8784313725489952,0.0019962008029859738,0.0009320996823395792,distracted
2.062307692307691,0.4576923076923052,0.6567712849311084,1.6046153846153857,0.00365736754195741,0.0021032581945870715,distracted
2.2580769230769064,0.30192307692308873,0.6165319832665067,1.9561538461538177,0.0001487262288824393,2.9411547067585328E-05,distracted
1.4456603773584789,0.3343396226415223,0.39811589018142984,1.1113207547169566,-0.005606295042505608,0.003741047502264412,distracted
1.8567741935483753,0.46322580645162503,0.6725799489437104,1.3935483870967502,0.0011793419861508263,0.00039141750561286773,distracted
1.9377272727272654,0.5222727272727354,0.6447158064406209,1.41545454545453,2.048028655160276E-05,1.978179045952823E-06,distracted
2.1756862745098005,0.3843137254902018,0.5085822466192829,1.7913725490195986,0.00127127312120381,0.000510710999519305,distracted
2.075384615384614,0.5246153846153874,0.6833921656494211,1.5507692307692267,0.01159974581634954,0.008904704236844802,distracted
1.4995652173913,0.3604347826086993,0.4595931874175301,1.1391304347826008,0.0031125282847346454,0.0016283097356352232,distracted
2.2082926829268317,0.39170731707316264,0.48828171815860943,1.816585365853669,-2.2561847079438007,10.203773757233504,distracted
2.0286274509803732,0.4713725490196268,0.6595929214231618,1.5572549019607465,0.0006452791303624061,0.00020678556452603702,distracted
1.617142857142838,0.4428571428571644,0.5065610344594743,1.1742857142856735,0.001737753831721639,0.0007645097581179199,distracted
1.7236363636363663,0.33636363636362887,0.4551138264668771,1.3872727272727374,0.0010580455276938217,0.00041000898204076274,distracted
2.0995652173912944,0.3404347826087033,0.49448241065011,1.7591304347825911,-0.061556546846305765,0.08708665495255427,distracted
1.9303225806451536,0.5896774193548495,0.58461723828208,1.340645161290304,0.03310296903839497,0.0333894932912083,distracted
2.179245283018872,0.6407547169811281,0.604723074175291,1.5384905660377441,-0.38975014468477415,1.0694003862943053,distracted
2.173636363636369,0.48636363636363455,0.6147693244738632,1.6872727272727346,-0.003632711372186835,0.0019714786735563873,distracted
2.2265384615384463,0.35346153846155204,0.5103199773572858,1.8730769230768942,-0.009722408503821101,0.007745205304444671,distracted
2.2137499999999974,0.4862500000000054,0.5776266996656803,1.727499999999992,0.002040261496225471,0.000940433715554416,distracted
1.7521951219512175,0.30780487804878476,0.4063130608174432,1.4443902439024328,-0.11043833853220446,0.18270668505805077,distracted
2.3738095238095482,0.36619047619045375,0.592227242345338,2.0076190476190945,-0.02650857818480243,0.027474618844017303,distracted
1.8345454545454558,0.5054545454545476,0.5304605826563052,1.3290909090909082,-0.7520788693816796,2.6009903777860766,distracted
1.896086956521728,0.36391304347827,0.5150199585025362,1.532173913043458,0.0029251797272398,0.0014989576069661876,distracted
1.3497435897435963,0.45025641025640795,0.43526288654975687,0.8994871794871884,-0.007563485676293206,0.005034822766982985,distracted
1.4097777777777765,0.3902222222222278,0.4336844161824431,1.0195555555555487,0.003324357803034978,0.001764741854488353,distracted
1.7395744680851166,0.32042553191488565,0.47677086448362366,1.419148936170231,0.00019884077211485115,4.188320175065272E-05,distracted
1.4751351351351332,1.0048648648648708,0.47541516207741025,0.47027027027026236,0.0323671629795054,0.034372154418260824,distracted
1.5830303030303057,1.2769696969696938,0.7018610967148179,0.3060606060606119,0.00398681973894493,0.0020277143736066837,distracted
