angry-min,angry-max,angry-sd,angry-range,angry-skewness,angry-kurtosis,disgust-min,disgust-max,disgust-sd,disgust-range,disgust-skewness,disgust-kurtosis,fear-min,fear-max,fear-sd,fear-range,fear-skewness,fear-kurtosis,happy-min,happy-max,happy-sd,happy-range,happy-skewness,happy-kurtosis,neutral-min,neutral-max,neutral-sd,neutral-range,neutral-skewness,neutral-kurtosis,sad-min,sad-max,sad-sd,sad-range,sad-skewness,sad-kurtosis,surprise-min,surprise-max,surprise-sd,surprise-range,surprise-skewness,surprise-kurtosis,class
0.013966101694915214,0.026033898305084784,0.00786747456237759,0.01206779661016957,0.0015292056741809056,0.0011728123748490059,0,0,0,0,0,0,0.07033898305084754,0.25966101694915245,0.04259251552358506,0.1893220338983049,-0.0003691185032564795,0.00017626324459119044,0,0,0,0,0,0,0.30006779661016914,0.16993220338983084,0.07406361544262619,0.1301355932203383,0.0010387366403805678,0.0007002953999205008,0.08637288135593216,0.08362711864406783,0.03814419488680022,0.00274576271186433,-0.0029391770244010947,0.002802689570716766,0.008847457627118607,0.031152542372881394,0.004732912384360715,0.022305084745762788,-0.02214359162033982,0.04139406620341184,attentive
0.01664451827242513,0.023355481727574866,0.00689526860150317,0.006710963455149734,0.0003828640361152424,0.00018631518967226267,0,0,0,0,0,0,0.08046511627906978,0.11953488372093021,0.03878276168253131,0.03906976744186043,0.02865433020301296,0.05876370639753329,0,0,0,0,0,0,0.14335548172757517,0.15664451827242476,0.06183546282923859,0.013289036544849586,-0.015513907713279866,0.025930870924523976,0.08315614617940204,0.08684385382059795,0.030679008002083754,0.003687707641195914,0.0005498369951778049,0.00030187983820411437,0.006112956810631234,0.013887043189368765,0.004942244324688142,0.007774086378737531,-0.0062865858769518895,0.007775744262614154,attentive
0.015653594771241685,0.024346405228758312,0.007075521885588136,0.008692810457516627,0.0007575194375099729,0.00046533478340103027,0,0,0,0,0,0,0.08424836601307183,0.10575163398692816,0.040995660705451395,0.021503267973856335,0.004542393260335941,0.0050693636910685074,0,0,0,0,0,0,0.15120915032679672,0.16879084967320324,0.06805064949479671,0.01758169934640652,-0.003744459701896908,0.003918254943700386,0.08287581699346397,0.08712418300653604,0.03491676756248012,0.004248366013072075,0.00038548373604182866,0.00018905226637063404,0.003921568627450983,0.016078431372549017,0.005143089038668229,0.012156862745098033,0.00539487017021327,0.006376002407678436,attentive
0.012280701754385885,0.03771929824561412,0.008628297764597507,0.025438596491228233,-6.480152956524247E-05,1.712886668941141E-05,0,0,0,0,0,0,0.05578947368421061,0.1942105263157894,0.03087878783759947,0.13842105263157878,-0.0004691128945932098,0.00023987488573253465,0,0,0,0,0,0,0.24884210526315714,0.12115789473684291,0.05237911378097329,0.12768421052631423,3.391778487866669E-05,7.225228646776266E-06,0.08926315789473674,0.08073684210526327,0.03253852039238951,0.008526315789473465,0.00012606410289696507,4.159778476783336E-05,0.0016842105263157904,0.00831578947368421,0.0037423976493960154,0.00663157894736842,-0.00031981179506669735,0.00014392655248119063,attentive
0.021818181818181754,0.018181818181818243,0.007874901916589072,0.0036363636363635106,-0.01138046722299499,0.017079124570921443,0,0,0,0,0,0,0.08245791245791255,0.10754208754208747,0.04188752471745377,0.025084175084174917,0.008728634322641865,0.011990773952490041,0,0,0,0,0,0,0.15030303030303072,0.1096969696969693,0.04881328154778908,0.04060606060606142,-3.166098834747941E-05,6.682691923685209E-06,0.05316498316498301,0.066835016835017,0.021541981237561368,0.013670033670033985,-0.004186803586752286,0.004502243017141651,0,0,0,0,0,0,attentive
0.019553264604810817,0.010446735395189186,0.006745731601586096,0.009106529209621631,9.98092813014329E-07,6.609859591102048E-08,0,0,0,0,0,0,0.06618556701030924,0.10381443298969076,0.03235679416225546,0.03762886597938152,-0.01799222429890954,0.031242382015401436,0,0,0,0,0,0,0.16164948453608152,0.1083505154639185,0.053277728125055115,0.05329896907216303,0.007255967042923267,0.009308750673619238,0.048144329896907145,0.07185567010309285,0.02484300797346244,0.023711340206185705,-0.001338804845153963,0.0009778089997797312,0.0010996563573883165,0.008900343642611684,0.003128469189482082,0.007800687285223368,-0.00014923900070575215,5.245748190460157E-05,attentive
0.00862876254180582,0.011371237458194183,0.005936619716020532,0.0027424749163883627,4.12144137491067E-05,9.519684711786068E-06,0,0,0,0,0,0,0.06772575250836116,0.09227424749163884,0.025866489711315086,0.024548494983277686,2.2731573464173862E-06,1.998617690644242E-07,0,0,0,0,0,0,0.15414715719063476,0.10585284280936524,0.043495185797632965,0.04829431438126952,-0.0016183367704605887,0.0012705222215951383,0.04715719063545139,0.07284280936454862,0.01833209186392735,0.025685618729097234,0.006470551276062192,0.008062667936629053,0,0,0,0,0,0,attentive
0.016283783783783663,0.023716216216216335,0.00634379942056696,0.007432432432432672,0.0006791455860971077,0.0003978454665579982,0,0,0,0,0,0,0.05912162162162163,0.09087837837837837,0.02421550357904125,0.03175675675675674,-0.0016634200597684017,0.0013135092927919175,0,0,0,0,0,0,0.14611486486486436,0.11388513513513565,0.04093634208573251,0.03222972972972871,0.0006710645507334058,0.00039154615830349964,0.046486486486486345,0.08351351351351366,0.02031391697310881,0.037027027027027315,-0.00010999066369983752,3.51213877005166E-05,0,0,0,0,0,0,attentive
0.016551724137930972,0.053448275862069024,0.008896284411915643,0.036896551724138055,0.011911757768945439,0.018006686506600544,0,0,0,0,0,0,0.04644827586206897,0.18355172413793103,0.03187484816125737,0.13710344827586207,-0.0051557113694213124,0.00589545679738418,0,0,0,0,0,0,0.1838620689655175,0.08613793103448242,0.03716108841612563,0.09772413793103507,0.0011999146298137082,0.0008439818955283219,0.03417241379310343,0.07582758620689659,0.016759081872468003,0.04165517241379316,-5.321247406620452E-05,1.3248008599070956E-05,0.008827586206896516,0.04117241379310349,0.006848452961560464,0.03234482758620698,1.73008455088604E-05,2.9618002811424187E-06,attentive
0.01578397212543541,0.0342160278745646,0.008512873275217924,0.01843205574912919,-0.0010928691631845566,0.0007425371636870257,0,0,0,0,0,0,0.033937282229964935,0.06606271777003506,0.014271004579489224,0.03212543554007012,0.021223332111920193,0.03875954995962139,0,0,0,0,0,0,0.10020905923344936,0.08979094076655059,0.039455680444316486,0.010418118466898774,-0.007180186798271033,0.009137098136487791,0.06672473867595813,0.07327526132404186,0.029989618084863317,0.006550522648083729,0.0016288796410978098,0.0012641908011192284,0.00020905923344947738,0.009790940766550522,0.0014306944367698765,0.009581881533101045,-1.0871400590949203E-05,1.5885758801140876E-06,attentive
