participantTemp-mean,participantTemp-median,participantTemp-min,participantTemp-max,participantTemp-sd,participantTemp-range,participantTemp-skewness,participantTemp-kurtosis,class
34.67722222222223,34.81,33.19,34.95,0.31330328855165845,1.7600000000000051,0.0016177580020470456,0.0009954181906565395,inattentive
34.633013698630116,34.79,33.19,34.95,0.3477390177559626,1.7600000000000051,-0.11994161458358817,0.31146611531756124,inattentive
34.737832167832146,34.85,33.07,35.01,0.328122738122372,1.9399999999999977,-9.510447163800366E-08,2.270108398214303E-09,inattentive
34.65030303030301,34.79,33.39,34.91,0.3181574305228119,1.519999999999996,-5.158426735069625E-05,9.777196251854484E-06,inattentive
34.64353846153844,34.75,33.27,34.93,0.2753148171107216,1.6599999999999966,6.829881408319695E-06,6.564454883714779E-07,inattentive
34.6474193548387,34.77,33.01,34.97,0.39803199532551353,1.9600000000000009,0.00011043599009526598,2.8461518787539492E-05,inattentive
34.66916666666666,34.81,33.01,34.97,0.3942212788100949,1.9600000000000009,0.0006702746338375802,0.00030746183121186044,inattentive
34.654409448818875,34.77,33.21,34.95,0.3221865590125658,1.740000000000002,-0.7094878877915507,3.18073793050036,inattentive
34.64063829787232,34.79,33.01,34.95,0.37275705161161055,1.9400000000000048,0.0016522128374879279,0.0010166255662904938,inattentive
34.638296296296275,34.79,33.33,34.97,0.3480943693688283,1.6400000000000006,0.0035225884914862576,0.0027495427216945663,inattentive
34.64044117647058,34.79,33.33,34.95,0.32248088782186857,1.6200000000000045,0.0010688341786022576,0.0005619876176101993,inattentive
34.65049999999999,34.85,33.11,35.01,0.40877428572094254,1.8999999999999986,0.000331200262076267,0.00011302676849684308,inattentive
34.62891472868215,34.81,33.01,35.01,0.43136207620839606,2,0.001353307358744011,0.0007563540926616405,inattentive
34.7676923076923,34.87,33.07,35.01,0.327609535712174,1.9399999999999977,0.00019522285729858883,6.096525845169805E-05,inattentive
34.74457364341082,34.89,33.09,35.01,0.38345432755523035,1.9199999999999946,0.0011918945947359783,0.0006385286237242688,inattentive
34.76267175572515,34.89,33.09,35.01,0.3570806662077353,1.9199999999999946,0.0019696537558164273,0.001253940558850158,inattentive
34.723050847457586,34.91,33.03,35.09,0.4132252401650358,2.0600000000000023,-0.008463851268011705,0.008460279284031456,inattentive
34.681578947368386,34.83,33.05,35.05,0.3575442039837881,2,0.002942192709241101,0.002044230060873462,inattentive
34.676433566433545,34.83,33.17,34.99,0.37260452721145126,1.8200000000000003,-3.5997716315602244E-08,6.215536378623677E-10,inattentive
34.595170068027215,34.75,33.13,34.91,0.38984447228794306,1.779999999999994,-1.0581829441084859E-05,1.2260837069229535E-06,inattentive
34.654210526315794,34.77,33.11,34.91,0.31469333569094615,1.7999999999999972,0.002424244888988595,0.0016623374865180557,inattentive
34.61013513513513,34.79,33.01,34.93,0.40692317238636305,1.9200000000000017,-0.001765216840748591,0.0011284560638757327,inattentive
34.68054794520546,34.82,33.11,34.97,0.34504869781762765,1.8599999999999994,0.0005565595476186115,0.00024106443100122335,inattentive
34.6632857142857,34.83,33.03,34.99,0.4238302268886561,1.9600000000000009,0.0032719040409693416,0.002522183940297088,inattentive
34.687588652482226,34.83,33.01,35.01,0.3943967486329304,2,-0.00841834994975859,0.008913378276643227,inattentive
34.75590909090907,34.93,33.07,35.03,0.41615657481991114,1.9600000000000009,0.0007685486608967429,0.00035844275279951646,inattentive
34.690162601626,34.87,33.01,35.05,0.44151620460246416,2.039999999999999,0.0037073915547671645,0.0028535992282779873,inattentive
