angry-mean,angry-median,angry-min,angry-max,angry-sd,angry-range,angry-skewness,angry-kurtosis,disgust-mean,disgust-median,disgust-min,disgust-max,disgust-sd,disgust-range,disgust-skewness,disgust-kurtosis,fear-mean,fear-median,fear-min,fear-max,fear-sd,fear-range,fear-skewness,fear-kurtosis,happy-mean,happy-median,happy-min,happy-max,happy-sd,happy-range,happy-skewness,happy-kurtosis,neutral-mean,neutral-median,neutral-min,neutral-max,neutral-sd,neutral-range,neutral-skewness,neutral-kurtosis,sad-mean,sad-median,sad-min,sad-max,sad-sd,sad-range,sad-skewness,sad-kurtosis,surprise-mean,surprise-median,surprise-min,surprise-max,surprise-sd,surprise-range,surprise-skewness,surprise-kurtosis,participantTemp-mean,participantTemp-median,participantTemp-min,participantTemp-max,participantTemp-sd,participantTemp-range,participantTemp-skewness,participantTemp-kurtosis,class
0.05334337349397591,0.05,0.02,0.1,0.014098284034446308,0.08,-4.017148012971853E-05,9.526568024259234E-06,0.00021084337349397593,0,0,0.01,0.0014366554238206969,0.01,-9.52103002768758E-06,1.3973051971198582E-06,0.24819277108433715,0.24,0.05,0.51,0.07242186613675963,0.46,-0.00044177007282582406,0.0002329741577148288,0.005813253012048196,0,0,0.08,0.013158031777636263,0.08,-0.0002597447626590042,0.00011475591862132232,0.47075301204819303,0.47,0.15,0.85,0.10738557579357635,0.7,0.0031714106590995284,0.0032263836134834353,0.1967168674698797,0.2,0.05,0.4,0.06607592806541064,0.35000000000000003,-0.0019048852112206987,0.0016350753630457802,0.02334337349397577,0.02,0,0.15,0.016037311110522288,0.15,-2.7291156433967322E-05,5.689515431387119E-06,34.62018072289163,34.79,33.19,34.95,0.34150794746624846,1.7600000000000051,0.001179063821296423,0.0008625066376530225,inattentive
0.05590909090909089,0.05,0.02,0.16,0.016780638297204067,0.14,-0.00010446247314888253,3.6785147232931014E-05,0,0,0,0,0,0,0,0,0.2623444976076555,0.26,0.05,0.44,0.06093573350710601,0.39,0.00022364142217069972,0.00010149899787696586,0.0010047846889952156,0,0,0.03,0.003450951755073146,0.03,-5.9050840107579266E-05,1.71933380190482E-05,0.4267224880382781,0.41,0.21,0.85,0.10910915706106065,0.64,-0.004707170998937961,0.005898461210146287,0.23413875598086117,0.24,0.05,0.4,0.07806787551207708,0.35000000000000003,0.010024961086920303,0.016162269888438992,0.01844497607655487,0.02,0,0.06,0.0098904567663619,0.06,-0.0014892580024042125,0.001271604385845538,34.603110047846876,34.77,33.19,34.95,0.3606219936987095,1.7600000000000051,-0.03395267892508668,0.08220359722590662,inattentive
0.04143576826196449,0.04,0.01,0.09,0.013267411647164443,0.08,-0.010623510235729616,0.017164094218059294,2.5188916876574308E-05,0,0,0.01,0.0005012531169302876,0.01,-3.1964411598962207E-07,1.6062721199733582E-08,0.22790931989924415,0.23,0.04,0.49,0.06810801791694751,0.45,-0.010018244683699827,0.015872756298979933,0.002745591939546601,0,0,0.03,0.005430417360577448,0.03,0.006005038679294409,0.008022035527997701,0.4527204030226703,0.44,0.24,0.88,0.10971983975612443,0.64,0.040654417389986805,0.10274021994836588,0.25901763224181357,0.27,0.06,0.42,0.06502308980658901,0.36,-0.02461593559679291,0.052628213950798086,0.0149874055415616,0.01,0,0.04,0.008204707291077582,0.04,-0.015353224291012968,0.028045485433733808,34.710352644836355,34.87,33.07,35.01,0.37086715264517656,1.9399999999999977,3.745128048178306E-07,1.98404901515432E-08,inattentive
0.04303896103896085,0.04,0.01,0.16,0.014445995767885118,0.15,0.01688521879978629,0.03151344145751167,5.194805194805195E-05,0,0,0.01,0.0007188754547063922,0.01,6.883232478813701,95.25259740259735,0.26818181818181824,0.27,0.08,0.49,0.07003760163974385,0.41,-4.140901939717819E-06,4.837416757041533E-07,0.0002857142857142857,0,0,0.01,0.0016659862556700814,0.01,-1.3101496191177244E-05,2.2468880600368717E-06,0.3545454545454544,0.34,0.16,0.6,0.08609788229963448,0.43999999999999995,-0.012290659283266527,0.020634176884634144,0.3121818181818182,0.32,0.05,0.49,0.07461707044563606,0.44,0.016366063674585176,0.030228218900596553,0.020571428571428477,0.02,0,0.07,0.009865891092551763,0.07,-0.02354635435436142,0.04909664440589388,34.591298701298705,34.77,33.39,34.91,0.3583126062037829,1.519999999999996,-1.236746902841166E-10,4.482579683425798E-13,inattentive
0.040566502463054044,0.04,0.01,0.14,0.013804556293729333,0.13,0.0007860041359464807,0.0005371246943915607,4.926108374384237E-05,0,0,0.01,0.0007001315469729976,0.01,-8.579202369534929E-07,6.036305722949098E-08,0.2364532019704433,0.22,0.07,0.51,0.07988126365331773,0.44,-8.944867886340252E-05,2.9621513978949624E-05,0.0010591133004926115,0,0,0.02,0.003156267235055378,0.02,-9.306361780471373E-05,3.122831752464204E-05,0.4475123152709358,0.45,0.08,0.82,0.13949404915555344,0.74,1.3969888643778899E-08,2.4913377205863726E-10,0.2510344827586208,0.26,0.04,0.43,0.07909222522933289,0.39,0.00012098079878628352,4.430614264498278E-05,0.02118226600985204,0.02,0,0.33,0.024646891125572768,0.33,-0.00023002603014393255,0.00010436254394741325,34.590443349753805,34.73,33.27,34.93,0.32006280247736685,1.6599999999999966,3.782664484350085E-05,9.402408310207496E-06,inattentive
0.04580882352941168,0.04,0.01,0.11,0.014780509177869803,0.1,-0.0044984361883020005,0.004811402841633017,0,0,0,0,0,0,0,0,0.2511764705882353,0.24,0.05,0.6,0.09534811469441092,0.5499999999999999,-0.0022687427804302792,0.001931538260385396,0.002500000000000001,0,0,0.11,0.00833578395339317,0.11,0.0026777839608405868,0.002409297052154195,0.5051470588235292,0.5,0.16,0.89,0.13096634779994198,0.73,0.006077295044652941,0.007185716238336735,0.17117647058823526,0.16,0.03,0.38,0.0797934726020631,0.35,-0.001656846413240883,0.0012702795424676535,0.02312499999999991,0.02,0,0.09,0.014405338828528333,0.09,-3.753277951961647E-05,8.142115738820184E-06,34.47235294117651,34.75,33.01,34.97,0.5808009622800803,1.9600000000000009,0.0004016320352542019,0.00019199684669917423,inattentive
0.03661616161616158,0.04,0,0.09,0.012559520571422353,0.09,0.006111638752000757,0.006512763353666663,0,0,0,0,0,0,0,0,0.226111111111111,0.23,0.04,0.45,0.06759600563312385,0.41000000000000003,0.013533630275567353,0.018797819446647768,0.0025757575757575763,0,0,0.03,0.005854448207988376,0.03,-0.0004301222037716087,0.00018923910256043463,0.46964646464646476,0.44,0.19,0.87,0.12322835935005924,0.6799999999999999,-0.018409291046707205,0.02833160306661309,0.24621212121212122,0.25,0.05,0.42,0.07179020680058078,0.37,0.015260863381381473,0.022062795322834818,0.016717171717171665,0.02,0,0.04,0.008979820704201396,0.04,-0.0021139327429605934,0.0015812842706730676,34.69989898989898,34.83,33.01,34.93,0.32883478074753986,1.9200000000000017,0.0004803440492092214,0.000219259431190375,inattentive
0.041176470588235294,0.04,0.02,0.28,0.022484834636100178,0.26,-0.0006567549253142814,0.0003264512381455893,5.347593582887701E-05,0,0,0.01,0.0007293145292505797,0.01,-2.108089169992436E-06,1.545725974935752E-07,0.2466310160427807,0.23,0.09,0.62,0.08576106405312266,0.53,-0.0015397526915177007,0.0010167523029010123,0.002192513368983958,0,0,0.28,0.02055396828837575,0.28,-6.490798058510732E-06,6.923802410801763E-07,0.4468983957219253,0.45,0.11,0.75,0.10443638059129189,0.64,1.4007547950139936E-07,4.160032203482286E-09,0.23588235294117668,0.24,0.07,0.4,0.07538597338165083,0.33,0.005082198506978997,0.004996693394355419,0.024545454545454464,0.02,0.01,0.08,0.014261942858467843,0.07,-0.005672888004567213,0.005785658758469518,34.65395721925134,34.79,33.21,34.95,0.3076273846644276,1.740000000000002,-0.5530270735332815,2.5958268836856324,inattentive
0.04064935064935058,0.04,0.01,0.1,0.014624091698970656,0.09000000000000001,-0.01218710387381246,0.01720830164844532,0.00017316017316017316,0,0,0.01,0.0013044605344865263,0.01,-1.0126030270228579E-05,1.3441764688635329E-06,0.2383549783549783,0.23,0.07,0.62,0.08095680243498601,0.55,-0.017253060063683816,0.027354293702616134,0.0019047619047619056,0,0,0.02,0.004141389001939875,0.02,-0.00042118416254936043,0.00019371653987038692,0.45502164502164477,0.44,0.17,0.81,0.1324915237307556,0.64,0.003633524959256505,0.0034274794295784737,0.24497835497835496,0.24,0.06,0.48,0.09554072343521026,0.42,0.00045298781708408693,0.000213461401239229,0.01619047619047611,0.01,0,0.06,0.011175037706361895,0.06,-0.013164970657582216,0.01907350557381635,34.60567099567096,34.79,33.01,34.93,0.41168049118349853,1.9200000000000017,0.0011458865430356699,0.000735743022759975,inattentive
0.04027559055118093,0.04,0.01,0.1,0.015633689226298347,0.09000000000000001,-2.156625965530299E-08,3.8016985621782024E-10,0,0,0,0,0,0,0,0,0.16192913385826782,0.16,0.06,0.37,0.05195980898390119,0.31,0.0031175217194062796,0.0028841901500052474,0.003110236220472443,0,0,0.02,0.0047134058208888495,0.02,0.012296309280419306,0.017973980921957903,0.555826771653543,0.56,0.29,0.78,0.10342512941019119,0.49000000000000005,-0.008917522212942444,0.011711256831295577,0.22645669291338574,0.22,0.09,0.39,0.06424029151264891,0.30000000000000004,0.008659219789486455,0.011261154658071761,0.011692913385826701,0.01,0,0.04,0.006265782354986265,0.04,-7.765055857147442E-05,2.097992917324328E-05,34.54503937007873,34.75,33.33,34.97,0.43098381140605657,1.6400000000000006,0.002390680082954621,0.0020244475219819732,inattentive
