angry-mean,angry-median,angry-min,angry-max,angry-sd,angry-range,angry-skewness,angry-kurtosis,disgust-mean,disgust-median,disgust-min,disgust-max,disgust-sd,disgust-range,disgust-skewness,disgust-kurtosis,fear-mean,fear-median,fear-min,fear-max,fear-sd,fear-range,fear-skewness,fear-kurtosis,happy-mean,happy-median,happy-min,happy-max,happy-sd,happy-range,happy-skewness,happy-kurtosis,neutral-mean,neutral-median,neutral-min,neutral-max,neutral-sd,neutral-range,neutral-skewness,neutral-kurtosis,sad-mean,sad-median,sad-min,sad-max,sad-sd,sad-range,sad-skewness,sad-kurtosis,surprise-mean,surprise-median,surprise-min,surprise-max,surprise-sd,surprise-range,surprise-skewness,surprise-kurtosis,class
0.051176470588235275,0.05,0.03,0.1,0.015336793150608754,0.07,0.0012446060321943061,0.0007160439489066434,0,0,0,0,0,0,0,0,0.4186928104575163,0.43,0.18,0.56,0.06458204297719199,0.38000000000000006,-0.0049060045748057605,0.00445862631992727,0.005424836601307193,0.01,0,0.01,0.004981918692852155,0.01,0.005062190571921192,0.004648881374778584,0.29614379084967324,0.28,0.18,0.5,0.0574072048381456,0.32,-0.00014535364664832625,4.087568585413263E-05,0.20725490196078436,0.2,0.14,0.34,0.03934488521155768,0.2,0.026508376364865974,0.04227412699085349,0.020784313725490184,0.02,0,0.06,0.00804638608967969,0.06,-6.053066043544686E-06,5.900167760207049E-07,attentive
0.04637583892617446,0.04,0.03,0.11,0.012964316804299538,0.08,0.11708983618332723,0.30368337733233597,0,0,0,0,0,0,0,0,0.42234899328859055,0.45,0.18,0.6,0.09582835089135681,0.42,-0.05427520109065282,0.1089425018088722,0.006845637583892622,0.01,0,0.02,0.004927289890732247,0.02,-0.017998283946304167,0.02500557745955571,0.285234899328859,0.27,0.16,0.61,0.08829164525006325,0.44999999999999996,0.18098272377637373,0.5427230282624571,0.22046979865771812,0.21,0.1,0.45,0.05838239564659859,0.35,-0.03420381841822657,0.05886107809974024,0.019194630872483204,0.02,0.01,0.04,0.008315650202273036,0.03,-0.009072521174193259,0.010031504602814214,attentive
0.049999999999999954,0.05,0.02,0.09,0.014188579543903753,0.06999999999999999,0.002303242439524758,0.0016233072749797395,0,0,0,0,0,0,0,0,0.38013157894736843,0.38,0.21,0.57,0.07577656596955622,0.36,0.041372395577929766,0.07636518718695642,0.013815789473684208,0.01,0,0.06,0.011750375723349821,0.06,-0.00022529646015017913,7.316224445411068E-05,0.34815789473684206,0.34,0.18,0.58,0.09766632946597995,0.39999999999999997,-0.02793794381423484,0.0452418597186525,0.1921710526315791,0.18,0.11,0.33,0.04601083629740613,0.22000000000000003,3.2410531348636534E-05,5.514795307585749E-06,0.016776315789473657,0.02,0.01,0.04,0.0072185774298544015,0.03,0.0005859479382464124,0.00026167359636585955,attentive
0.04865771812080535,0.05,0.03,0.09,0.011795671946617623,0.06,-0.00265372551453868,0.001947765890645433,0,0,0,0,0,0,0,0,0.3893288590604026,0.39,0.26,0.56,0.0627519290810748,0.30000000000000004,-0.013558951662233053,0.0171407665257655,0.01442953020134229,0.01,0,0.07,0.010387301897937044,0.07,0.022605317874374743,0.03388516312613508,0.29228187919463094,0.29,0.17,0.5,0.07333037135397297,0.32999999999999996,0.06677391811209224,0.1436165764470822,0.23906040268456374,0.23,0.13,0.39,0.05948709500657318,0.26,-0.01575514898727999,0.02093913685232093,0.01657718120805368,0.01,0,0.05,0.009677470694054197,0.05,-0.002106917638441113,0.001431942243646965,attentive
0.036027397260273965,0.04,0.02,0.07,0.007628304543740203,0.05,0.000967360808687756,0.0005037738303264381,0,0,0,0,0,0,0,0,0.300890410958904,0.29,0.2,0.44,0.05308201502400973,0.24,0.0985554031409035,0.23971297230420033,0.0184931506849315,0.02,0.01,0.04,0.0067582993882433,0.03,-0.013593814893983739,0.01708333881723466,0.4707534246575343,0.48,0.33,0.6,0.06073844234652942,0.26999999999999996,-0.08523797136739612,0.1975278903659173,0.1569863013698631,0.16,0.1,0.27,0.023154332208439213,0.17,-0.00018814483997277025,5.676849331700267E-05,0.01589041095890411,0.01,0.01,0.04,0.006990329217629087,0.03,0.0013917122133677191,0.0008181825322320262,attentive
0.0481379310344827,0.05,0.03,0.08,0.009320811485802327,0.05,5.4986757454061324E-05,1.098500218844637E-05,0,0,0,0,0,0,0,0,0.44434482758620714,0.45,0.19,0.6,0.07922742291789919,0.41,-0.0002000900618629131,6.148323242589837E-05,0.0032413793103448292,0,0,0.04,0.006420093309096292,0.04,0.008046040194665004,0.00847030270610112,0.3062758620689654,0.3,0.16,0.63,0.0810018716479054,0.47,-5.594726210191787E-05,1.1241591121069092E-05,0.17365517241379322,0.18,0.07,0.24,0.026981827680316126,0.16999999999999998,0.016855659273224813,0.022704764013600193,0.022965517241379303,0.02,0.01,0.04,0.009030533487966749,0.03,-0.00024422669669248636,8.020107348162337E-05,attentive
0.059352517985611475,0.06,0.03,0.12,0.017473870856925106,0.09,0.011869136492551483,0.014024813635334608,0,0,0,0,0,0,0,0,0.3751798561151079,0.38,0.16,0.6,0.09389533832013533,0.43999999999999995,-0.007493560848941975,0.007596075121006868,0.017913669064748176,0.01,0,0.09,0.01685634693110302,0.09,1.3640943469627005E-05,1.6883564667378312E-06,0.37683453237410064,0.35,0.17,0.71,0.11947147380073393,0.5399999999999999,0.012379621445308615,0.014834790572729439,0.14791366906474826,0.15,0.06,0.23,0.03968354714331988,0.17,-0.012662866597666106,0.015289066710201112,0.022517985611510756,0.02,0,0.05,0.010934305146453719,0.05,-0.010794809305455507,0.012358285757967932,attentive
0.07486301369863024,0.07,0.04,0.15,0.022611559093000434,0.10999999999999999,-0.0019452537130702488,0.0012786527663023676,0,0,0,0,0,0,0,0,0.3286301369863012,0.34,0.15,0.46,0.06546598130479996,0.31000000000000005,6.275257008907726E-08,1.313085408119671E-09,0.01006849315068494,0.01,0,0.03,0.003411619015181438,0.03,-5.542516539944067E-08,1.1127397838236325E-09,0.399041095890411,0.365,0.26,0.69,0.10770538689370326,0.42999999999999994,-0.00013426841780392253,3.6203407359241776E-05,0.18047945205479451,0.195,0.05,0.3,0.0681188746576987,0.25,0.0013375610768457144,0.0007760132112098455,0.009863013698630144,0.01,0,0.03,0.005361749531720804,0.03,1.1422442914346072E-07,2.9182978395158487E-09,attentive
0.05902777777777774,0.06,0.03,0.09,0.011744942436619528,0.06,-0.0031537510692706333,0.0024241382172324154,0,0,0,0,0,0,0,0,0.35333333333333344,0.35,0.24,0.49,0.04758034141206732,0.25,0.0012225342719198154,0.0006851761242216176,0.006666666666666671,0.01,0,0.01,0.0047140452079103175,0.01,-0.019641855032959687,0.027777777777777842,0.35312499999999997,0.35,0.25,0.5,0.05086022171380869,0.25,0.00025364955530352083,8.415882002702318E-05,0.2206944444444444,0.23,0.13,0.26,0.024142308925347498,0.13,-0.03325879200207658,0.05606125195410885,0.009652777777777784,0.01,0,0.04,0.005324627587974322,0.04,1.925716407194563E-06,1.255771449229666E-07,attentive
0.0422222222222222,0.04,0.02,0.08,0.014646029251626757,0.06,-0.004035787989009895,0.003367895611568265,0,0,0,0,0,0,0,0,0.3237500000000001,0.32,0.19,0.44,0.05059198168792276,0.25,1.3092798581122292E-05,1.6174498092757578E-06,0.003055555555555557,0,0,0.01,0.004606423319938054,0.01,-0.0020268262607727495,0.001344444444444449,0.4681249999999999,0.46,0.33,0.64,0.057215100352383676,0.31,-0.002054636850048594,0.0013690971338974323,0.13708333333333345,0.13,0.1,0.2,0.01978618345097295,0.1,0.07086460369362692,0.15370688251832942,0.02368055555555553,0.02,0.01,0.05,0.009185324026355076,0.04,-0.00044678048627836797,0.00017902475690214495,attentive
