angry-min,angry-max,angry-sd,angry-range,angry-skewness,angry-kurtosis,disgust-min,disgust-max,disgust-sd,disgust-range,disgust-skewness,disgust-kurtosis,fear-min,fear-max,fear-sd,fear-range,fear-skewness,fear-kurtosis,happy-min,happy-max,happy-sd,happy-range,happy-skewness,happy-kurtosis,neutral-min,neutral-max,neutral-sd,neutral-range,neutral-skewness,neutral-kurtosis,sad-min,sad-max,sad-sd,sad-range,sad-skewness,sad-kurtosis,surprise-min,surprise-max,surprise-sd,surprise-range,surprise-skewness,surprise-kurtosis,class
0.03212355212355207,0.05787644787644793,0.014403459249349406,0.02575289575289586,0.07021138516485413,0.18463327624924042,3.861003861003861E-05,0.009961389961389962,0.000620169050355558,0.009922779922779923,-9.316883756318237E-07,5.8004384667446654E-08,0.1805405405405404,0.33945945945945954,0.09025755349355631,0.15891891891891916,0.0017597207755834863,0.0013542274207591525,0.00768339768339769,0.022316602316602308,0.0065789058630870735,0.014633204633204618,-0.006150340446397104,0.007182883069219133,0.34501930501930467,0.29498069498069535,0.1293177061557532,0.05003861003860932,-0.005445073131628223,0.0061062072998492,0.0912355212355212,0.16876447876447878,0.04953859044093839,0.07752895752895758,0.0018499975223091015,0.001447642918976261,0.013204633204633184,0.04679536679536681,0.008391978712958173,0.033590733590733626,0.002049962074572362,0.001659947515333948,attentive
0.030844444444444463,0.04915555555555554,0.015569136928274394,0.01831111111111108,-0.001501916511977026,0.0010461369984324418,0,0,0,0,0,0,0.18480000000000002,0.3552,0.10135122649041362,0.1704,-0.026942404780980454,0.0491257637024859,0.0005333333333333333,0.009466666666666667,0.002246973272847034,0.008933333333333333,-5.9431945324261416E-05,1.4106548524322645E-05,0.2884444444444446,0.2615555555555554,0.10615199910307972,0.02688888888888924,0.015667461670738632,0.02384472733201795,0.1489333333333334,0.16106666666666658,0.060219745746538746,0.01213333333333319,0.0014095130091753205,0.0009612129741258506,0.02395555555555543,0.09604444444444457,0.018900858952328143,0.07208888888888915,-0.0017890160967907077,0.0013209301011936465,attentive
0.03341726618705042,0.04658273381294959,0.012616877631147905,0.013165467625899173,-7.147200399273145E-05,1.935810663346126E-05,0,0,0,0,0,0,0.13733812949640267,0.25266187050359734,0.07440000328351845,0.11532374100719467,0.012490137296820476,0.01891347000811575,0.0013309352517985617,0.008669064748201439,0.0033967578473458383,0.007338129496402878,-0.00021638752836865017,8.47860820518701E-05,0.1931294964028774,0.27687050359712256,0.08821934195758802,0.08374100719424515,-0.0001905058274378044,7.154170485495297E-05,0.14870503597122323,0.10129496402877675,0.05187609105898266,0.04741007194244648,-0.01256206503890787,0.019058833473708514,0.01374100719424451,0.036258992805755494,0.00681443466832499,0.022517985611510985,0.002787270155038823,0.002560080872031186,attentive
0.02858620689655175,0.06141379310344825,0.013380421212325978,0.032827586206896506,-0.0009111642975564503,0.000584693489945145,0,0,0,0,0,0,0.16134482758620716,0.24865517241379287,0.07517280132769458,0.0873103448275857,-0.001873931229291124,0.001529223151710884,0.0023793103448275874,0.037620689655172415,0.005271352591609229,0.03524137931034483,-0.000317094771748253,0.00014312585955875867,0.29496551724137976,0.22503448275862015,0.11175789187858842,0.06993103448275961,-0.00010560567833781452,3.304068379099335E-05,0.11572413793103437,0.14427586206896564,0.05308736881504971,0.028551724137931278,0.02613242823844986,0.0513301288676269,0.015689655172413722,0.02431034482758628,0.006975837353153065,0.008620689655172556,-0.0018709871407591723,0.0015260206229046245,attentive
0.02412587412587407,0.045874125874125926,0.011208679911335903,0.021748251748251856,0.0005032691523770536,0.0002637479500719488,0,0,0,0,0,0,0.15213286713286722,0.22786713286713278,0.07546589446527409,0.07573426573426556,0.017008208719366858,0.02881819528624213,0,0,0,0,0,0,0.23636363636363641,0.22363636363636363,0.10118559735086997,0.012727272727272781,-0.010582235928820863,0.015307065155027501,0.13234265734265754,0.20765734265734248,0.06992329512637491,0.07531468531468494,-1.3149057273652324E-07,4.405360976692164E-09,0.014125874125874087,0.04587412587412592,0.010599424138512047,0.031748251748251834,0.05086092027044231,0.1241559763959068,attentive
0.031083916083916096,0.06891608391608389,0.012113101329763808,0.03783216783216779,-0.002678845109080783,0.0024512380093694324,0,0,0,0,0,0,0.12367132867132871,0.2463286713286713,0.052744439434329236,0.1226573426573426,-0.03499908841620378,0.0754277213905854,0.001188811188811189,0.02881118881118881,0.003737826018151822,0.027622377622377618,-0.00011249037652290343,3.577743254891626E-05,0.1760489510489512,0.32395104895104876,0.08173031113143374,0.14790209790209755,0.21773221057064354,0.8630161445410525,0.22482517482517492,0.09517482517482506,0.0586545313811547,0.12965034965034986,-0.1281340291515922,0.42560624120055085,0.011538461538461473,0.028461538461538528,0.005647908494337423,0.016923076923077054,-7.066932473882053E-05,1.9249964507874675E-05,attentive
0.03298245614035089,0.0670175438596491,0.015751904622315755,0.03403508771929821,-0.013622450939340424,0.01987552545194667,0,0,0,0,0,0,0.19824561403508775,0.19175438596491223,0.07084385615173362,0.00649122807017552,-0.0006900864327203847,0.0003725485989941913,0.0027192982456140363,0.02728070175438596,0.005891577056212995,0.024561403508771923,-0.00043126180261456856,0.00019905187559474162,0.27421052631578946,0.3357894736842105,0.11230358867617521,0.061578947368421066,-4.3943732458932674E-05,9.473436277969105E-06,0.12780701754385965,0.1921929824561404,0.07548392151242828,0.06438596491228074,0.005662471230643611,0.006165755424379482,0.012105263157894692,0.04789473684210531,0.007720294991469524,0.03578947368421062,-8.893703344323533E-05,2.425242300810735E-05,attentive
0.02868243243243238,0.04131756756756762,0.01322698774831533,0.012635135135135239,3.3392130040651986E-06,3.326259038772244E-07,0,0,0,0,0,0,0.0990540540540539,0.20094594594594611,0.05764919349472006,0.10189189189189221,2.312535873695178E-05,4.390849400841492E-06,0.0005405405405405405,0.00945945945945946,0.002261243314956957,0.00891891891891892,-4.6147822754223946E-05,1.1031439602868256E-05,0.23570945945945926,0.22429054054054076,0.09869847293229654,0.011418918918918497,1.0254699960904107E-05,1.4847768275290969E-06,0.14300675675675673,0.1369932432432433,0.05331649466154812,0.006013513513513424,-0.0002714499247793135,0.00011713415202334384,0.011283783783783731,0.02871621621621627,0.005037750115232079,0.01743243243243254,-5.590801599452893E-05,1.4247194218761134E-05,attentive
0.020552995391705083,0.02944700460829492,0.010719214960464341,0.008894009216589838,-0.03248453840918904,0.06228577099052851,0,0,0,0,0,0,0.12073732718894015,0.25926267281105986,0.060003149980668774,0.1385253456221197,-0.0006194644899747648,0.0003173280522175689,0.006635944700460832,0.07336405529953917,0.01551634185820023,0.06672811059907834,0.01573319495572511,0.023690586372955163,0.24046082949308775,0.20953917050691223,0.07359604267845829,0.03092165898617552,0.031409808554222346,0.05955345521206927,0.10967741935483874,0.12032258064516127,0.051326972964601446,0.01064516129032253,-0.03375154565030461,0.06554578957889497,0.009585253456221165,0.13041474654377883,0.017448102482370362,0.12082949308755767,-0.0007640230466448765,0.0004197221191178224,attentive
0.033769841269841214,0.04623015873015879,0.01481615522091884,0.012460317460317574,0.0052162836963267,0.005714108087460452,0.0002777777777777778,0.009722222222222222,0.0016433554953054392,0.009444444444444445,-1.9164495572075545E-05,3.2393909944931112E-06,0.2001587301587303,0.2598412698412697,0.07472684784509302,0.05968253968253939,-0.0006158988386223693,0.0003309883392456687,0.0023412698412698424,0.027658730158730157,0.005007395639043884,0.025317460317460315,-0.00040561887061733555,0.00018965212603165333,0.2649603174603171,0.36503968253968283,0.10717326875861888,0.10007936507936571,4.126193298474419E-07,1.9402883351923122E-08,0.13587301587301603,0.21412698412698397,0.06602392352932455,0.07825396825396794,0.000193644241834226,7.076300981932884E-05,0.021190476190476096,0.038809523809523905,0.011170194386418966,0.01761904761904781,-4.803739059799935E-06,5.119639621406098E-07,attentive
